,Path,Length,Artist,Full_Path
339,Bach/Bwv001- 400 Chorales/034900b_.mid,27.692867401367184,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/034900b_.mid
340,Bach/Bwv001- 400 Chorales/024410b_.mid,31.2,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024410b_.mid
341,Bach/Bwv001- 400 Chorales/003706b_.mid,46.956456,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/003706b_.mid
342,Bach/Bwv001- 400 Chorales/025300b_.mid,26.875,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/025300b_.mid
343,Bach/Bwv001- 400 Chorales/018007bv.mid,50.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/018007bv.mid
344,Bach/Bwv001- 400 Chorales/041600b_.mid,33.912996,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/041600b_.mid
345,Bach/Bwv001- 400 Chorales/040600b_.mid,27.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/040600b_.mid
346,Bach/Bwv001- 400 Chorales/038200b_.mid,32.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/038200b_.mid
347,Bach/Bwv001- 400 Chorales/Bwv025.6v1.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv025.6v1.mid
348,Bach/Bwv001- 400 Chorales/039200b_.mid,32.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/039200b_.mid
349,Bach/Bwv001- 400 Chorales/018707b_.mid,52.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/018707b_.mid
350,Bach/Bwv001- 400 Chorales/006005b_.mid,54.54543999999999,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/006005b_.mid
351,Bach/Bwv001- 400 Chorales/019406b_.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/019406b_.mid
352,Bach/Bwv001- 400 Chorales/005605b_.mid,55.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/005605b_.mid
353,Bach/Bwv001- 400 Chorales/026500b_.mid,22.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/026500b_.mid
354,Bach/Bwv001- 400 Chorales/027500b_.mid,45.71424,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/027500b_.mid
355,Bach/Bwv001- 400 Chorales/007007b_.mid,51.0009765625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/007007b_.mid
356,Bach/Bwv001- 400 Chorales/043000b_.mid,41.739708887695315,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/043000b_.mid
357,Bach/Bwv001- 400 Chorales/042000b_.mid,27.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/042000b_.mid
358,Bach/Bwv001- 400 Chorales/019705b_.mid,37.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/019705b_.mid
359,Bach/Bwv001- 400 Chorales/022602bv.mid,65.2173,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/022602bv.mid
360,Bach/Bwv001- 400 Chorales/017906b_.mid,45.375,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/017906b_.mid
361,Bach/Bwv001- 400 Chorales/004008b_.mid,61.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/004008b_.mid
362,Bach/Bwv001- 400 Chorales/014403b_.mid,37.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/014403b_.mid
363,Bach/Bwv001- 400 Chorales/015403b_.mid,40.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/015403b_.mid
364,Bach/Bwv001- 400 Chorales/012406b_.mid,31.836688000000002,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/012406b_.mid
365,Bach/Bwv001- 400 Chorales/032200b_.mid,70.43532088769531,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/032200b_.mid
366,Bach/Bwv001- 400 Chorales/033200b_.mid,22.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/033200b_.mid
367,Bach/Bwv001- 400 Chorales/033500bv.mid,22.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/033500bv.mid
368,Bach/Bwv001- 400 Chorales/Bwv005.7.mid,33.75,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv005.7.mid
369,Bach/Bwv001- 400 Chorales/024835b3.mid,34.28568,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024835b3.mid
370,Bach/Bwv001- 400 Chorales/028100b_.mid,21.875,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/028100b_.mid
371,Bach/Bwv001- 400 Chorales/029100b_.mid,30.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/029100b_.mid
372,Bach/Bwv001- 400 Chorales/Bwv025.6v2.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv025.6v2.mid
373,Bach/Bwv001- 400 Chorales/034000b_.mid,69.33391504101563,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/034000b_.mid
374,Bach/Bwv001- 400 Chorales/035000b_.mid,51.81816799999999,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/035000b_.mid
375,Bach/Bwv001- 400 Chorales/015606b_.mid,45.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/015606b_.mid
376,Bach/Bwv001- 400 Chorales/066300b_.mid,380.00048828125,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/066300b_.mid
377,Bach/Bwv001- 400 Chorales/008008b_.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/008008b_.mid
378,Bach/Bwv001- 400 Chorales/010006b_.mid,124.736734,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/010006b_.mid
379,Bach/Bwv001- 400 Chorales/Bwv031.9.mid,40.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv031.9.mid
380,Bach/Bwv001- 400 Chorales/031600b_.mid,44.347764,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/031600b_.mid
381,Bach/Bwv001- 400 Chorales/030600b_.mid,31.875,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/030600b_.mid
382,Bach/Bwv001- 400 Chorales/037400b_.mid,50.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/037400b_.mid
383,Bach/Bwv001- 400 Chorales/036400b_.mid,27.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/036400b_.mid
384,Bach/Bwv001- 400 Chorales/013705ch.mid,32.88461099999999,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/013705ch.mid
385,Bach/Bwv001- 400 Chorales/Bwv002.6.mid,40.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv002.6.mid
386,Bach/Bwv001- 400 Chorales/064700b_.mid,279.0696,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/064700b_.mid
387,Bach/Bwv001- 400 Chorales/065700b_.mid,219.23130120117187,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/065700b_.mid
388,Bach/Bwv001- 400 Chorales/016206b_.mid,40.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/016206b_.mid
389,Bach/Bwv001- 400 Chorales/017206b_.mid,56.72739076757812,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/017206b_.mid
390,Bach/Bwv001- 400 Chorales/015705b_.mid,30.588794448242187,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/015705b_.mid
391,Bach/Bwv001- 400 Chorales/037300bv.mid,37.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/037300bv.mid
392,Bach/Bwv001- 400 Chorales/024415b_.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024415b_.mid
393,Bach/Bwv001- 400 Chorales/004106bs.mid,88.19999999999999,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/004106bs.mid
394,Bach/Bwv001- 400 Chorales/040400b_.mid,22.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/040400b_.mid
395,Bach/Bwv001- 400 Chorales/004407b_.mid,29.999996,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/004407b_.mid
396,Bach/Bwv001- 400 Chorales/041400b_.mid,39.375,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/041400b_.mid
397,Bach/Bwv001- 400 Chorales/032900b_.mid,35.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/032900b_.mid
398,Bach/Bwv001- 400 Chorales/025100b_.mid,39.13101688769531,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/025100b_.mid
399,Bach/Bwv001- 400 Chorales/033900b_.mid,45.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/033900b_.mid
400,Bach/Bwv001- 400 Chorales/Bwv003.6v.mid,22.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv003.6v.mid
401,Bach/Bwv001- 400 Chorales/Bwv026.6.mid,28.636355999999996,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv026.6.mid
402,Bach/Bwv001- 400 Chorales/022711b_.mid,47.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/022711b_.mid
403,Bach/Bwv001- 400 Chorales/039000b_.mid,73.63682266992187,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/039000b_.mid
404,Bach/Bwv001- 400 Chorales/038000b_.mid,32.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/038000b_.mid
405,Bach/Bwv001- 400 Chorales/007614b_.mid,113.33410180175781,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/007614b_.mid
406,Bach/Bwv001- 400 Chorales/006408b_.mid,47.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/006408b_.mid
407,Bach/Bwv001- 400 Chorales/024511b_.mid,37.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024511b_.mid
408,Bach/Bwv001- 400 Chorales/070000b_.mid,145.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/070000b_.mid
409,Bach/Bwv001- 400 Chorales/066800b_.mid,153.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/066800b_.mid
410,Bach/Bwv001- 400 Chorales/007408b_.mid,35.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/007408b_.mid
411,Bach/Bwv001- 400 Chorales/Bwv006.3.mid,230.76919999999998,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv006.3.mid
412,Bach/Bwv001- 400 Chorales/011704v1.mid,38.71029004003906,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/011704v1.mid
413,Bach/Bwv001- 400 Chorales/017807b_.mid,37.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/017807b_.mid
414,Bach/Bwv001- 400 Chorales/Bwv024.6.mid,81.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv024.6.mid
415,Bach/Bwv001- 400 Chorales/013702b_.mid,212.1433425439453,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/013702b_.mid
416,Bach/Bwv001- 400 Chorales/076905b_.mid,155.454504,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/076905b_.mid
417,Bach/Bwv001- 400 Chorales/006106b_.mid,47.32392,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/006106b_.mid
418,Bach/Bwv001- 400 Chorales/Bwv004.8v.mid,46.363623999999994,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv004.8v.mid
419,Bach/Bwv001- 400 Chorales/042200b_.mid,35.454536,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/042200b_.mid
420,Bach/Bwv001- 400 Chorales/043200b_.mid,23.478228,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/043200b_.mid
421,Bach/Bwv001- 400 Chorales/027700b_.mid,51.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/027700b_.mid
422,Bach/Bwv001- 400 Chorales/026700b_.mid,54.375,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/026700b_.mid
423,Bach/Bwv001- 400 Chorales/029300b_.mid,24.546113837890623,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/029300b_.mid
424,Bach/Bwv001- 400 Chorales/028300b_.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/028300b_.mid
425,Bach/Bwv001- 400 Chorales/008506b_.mid,37.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/008506b_.mid
426,Bach/Bwv001- 400 Chorales/066100b_.mid,184.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/066100b_.mid
427,Bach/Bwv001- 400 Chorales/024417b_.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024417b_.mid
428,Bach/Bwv001- 400 Chorales/014406b_.mid,52.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/014406b_.mid
429,Bach/Bwv001- 400 Chorales/035200b_.mid,43.63701783789062,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/035200b_.mid
430,Bach/Bwv001- 400 Chorales/034200b_.mid,45.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/034200b_.mid
431,Bach/Bwv001- 400 Chorales/Bwv019.7.mid,54.00048828125,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv019.7.mid
432,Bach/Bwv001- 400 Chorales/033000b_.mid,38.25,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/033000b_.mid
433,Bach/Bwv001- 400 Chorales/032000b_.mid,71.25,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/032000b_.mid
434,Bach/Bwv001- 400 Chorales/025800b_.mid,40.909079999999996,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/025800b_.mid
435,Bach/Bwv001- 400 Chorales/012606b_.mid,71.48988733691407,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/012606b_.mid
436,Bach/Bwv001- 400 Chorales/060800b_ .mid,111.00048828125,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/060800b_ .mid
437,Bach/Bwv001- 400 Chorales/013606b_.mid,36.136354,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/013606b_.mid
438,Bach/Bwv001- 400 Chorales/024537b_.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024537b_.mid
439,Bach/Bwv001- 400 Chorales/011704v2.mid,38.71029004003906,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/011704v2.mid
440,Bach/Bwv001- 400 Chorales/038900b_.mid,71.25,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/038900b_.mid
441,Bach/Bwv001- 400 Chorales/039900b_.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/039900b_.mid
442,Bach/Bwv001- 400 Chorales/Bwv020.7.mid,51.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv020.7.mid
443,Bach/Bwv001- 400 Chorales/024853b5.mid,45.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024853b5.mid
444,Bach/Bwv001- 400 Chorales/024809bs.mid,24.546113837890623,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024809bs.mid
445,Bach/Bwv001- 400 Chorales/016907b_.mid,40.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/016907b_.mid
446,Bach/Bwv001- 400 Chorales/018405b_.mid,50.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/018405b_.mid
447,Bach/Bwv001- 400 Chorales/010806b_.mid,40.00065754394531,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/010806b_.mid
448,Bach/Bwv001- 400 Chorales/026600b_.mid,41.25,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/026600b_.mid
449,Bach/Bwv001- 400 Chorales/027600b_.mid,82.49997799999998,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/027600b_.mid
450,Bach/Bwv001- 400 Chorales/043300b_.mid,72.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/043300b_.mid
451,Bach/Bwv001- 400 Chorales/042300b_.mid,43.63701783789062,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/042300b_.mid
452,Bach/Bwv001- 400 Chorales/005505b_.mid,41.25,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/005505b_.mid
453,Bach/Bwv001- 400 Chorales/069400b_.mid,188.275815,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/069400b_.mid
454,Bach/Bwv001- 400 Chorales/024462bv.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024462bv.mid
455,Bach/Bwv001- 400 Chorales/024517b_.mid,30.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024517b_.mid
456,Bach/Bwv001- 400 Chorales/017705bv.mid,49.091561837890616,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/017705bv.mid
457,Bach/Bwv001- 400 Chorales/066000b_.mid,229.09084799999997,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/066000b_.mid
458,Bach/Bwv001- 400 Chorales/004311b_.mid,48.214783158203126,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/004311b_.mid
459,Bach/Bwv001- 400 Chorales/034300b_.mid,51.923633401367184,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/034300b_.mid
460,Bach/Bwv001- 400 Chorales/035300b_.mid,47.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/035300b_.mid
461,Bach/Bwv001- 400 Chorales/003907bv.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/003907bv.mid
462,Bach/Bwv001- 400 Chorales/008707b_.mid,47.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/008707b_.mid
463,Bach/Bwv001- 400 Chorales/028200b_.mid,34.61594340136718,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/028200b_.mid
464,Bach/Bwv001- 400 Chorales/029200b_.mid,35.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/029200b_.mid
465,Bach/Bwv001- 400 Chorales/011205b_.mid,37.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/011205b_.mid
466,Bach/Bwv001- 400 Chorales/024437b_.mid,35.454536,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024437b_.mid
467,Bach/Bwv001- 400 Chorales/039800b_.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/039800b_.mid
468,Bach/Bwv001- 400 Chorales/038800b_.mid,37.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/038800b_.mid
469,Bach/Bwv001- 400 Chorales/076901b_.mid,81.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/076901b_.mid
470,Bach/Bwv001- 400 Chorales/025900b_.mid,36.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/025900b_.mid
471,Bach/Bwv001- 400 Chorales/032100b_.mid,45.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/032100b_.mid
472,Bach/Bwv001- 400 Chorales/033100b_.mid,40.000611041015624,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/033100b_.mid
473,Bach/Bwv001- 400 Chorales/006906bav.mid,37.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/006906bav.mid
474,Bach/Bwv001- 400 Chorales/006906b_.mid,60.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/006906b_.mid
475,Bach/Bwv001- 400 Chorales/011106b_.mid,52.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/011106b_.mid
476,Bach/Bwv001- 400 Chorales/007906b_.mid,25.50048828125,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/007906b_.mid
477,Bach/Bwv001- 400 Chorales/015309b_.mid,30.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/015309b_.mid
478,Bach/Bwv001- 400 Chorales/030700b_.mid,37.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/030700b_.mid
479,Bach/Bwv001- 400 Chorales/031700b_.mid,70.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/031700b_.mid
480,Bach/Bwv001- 400 Chorales/010207b_.mid,29.999996,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/010207b_.mid
481,Bach/Bwv001- 400 Chorales/024528b_.mid,36.923072,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024528b_.mid
482,Bach/Bwv001- 400 Chorales/009209b_.mid,54.54543999999999,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/009209b_.mid
483,Bach/Bwv001- 400 Chorales/024809b1.mid,43.63701783789062,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024809b1.mid
484,Bach/Bwv001- 400 Chorales/076903b_.mid,108.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/076903b_.mid
485,Bach/Bwv001- 400 Chorales/024515B_.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024515B_.mid
486,Bach/Bwv001- 400 Chorales/024812b2.mid,48.57138,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024812b2.mid
487,Bach/Bwv001- 400 Chorales/036500b_.mid,37.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/036500b_.mid
488,Bach/Bwv001- 400 Chorales/037500b_.mid,28.695612,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/037500b_.mid
489,Bach/Bwv001- 400 Chorales/065600b_.mid,595.433949,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/065600b_.mid
490,Bach/Bwv001- 400 Chorales/064600b_.mid,111.666622,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/064600b_.mid
491,Bach/Bwv001- 400 Chorales/007305b_.mid,39.230764,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/007305b_.mid
492,Bach/Bwv001- 400 Chorales/038100b_.mid,37.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/038100b_.mid
493,Bach/Bwv001- 400 Chorales/039100b_.mid,38.07748140136719,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/039100b_.mid
494,Bach/Bwv001- 400 Chorales/033800b_.mid,39.13101688769531,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/033800b_.mid
495,Bach/Bwv001- 400 Chorales/025000b_.mid,40.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/025000b_.mid
496,Bach/Bwv001- 400 Chorales/032800b_.mid,291.81810399999995,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/032800b_.mid
497,Bach/Bwv001- 400 Chorales/041500b_.mid,50.25,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/041500b_.mid
498,Bach/Bwv001- 400 Chorales/004507b_.mid,41.8756103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/004507b_.mid
499,Bach/Bwv001- 400 Chorales/040500b_.mid,27.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/040500b_.mid
500,Bach/Bwv001- 400 Chorales/004606b_.mid,59.99998399999999,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/004606b_.mid
501,Bach/Bwv001- 400 Chorales/070100b_.mid,67.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/070100b_.mid
502,Bach/Bwv001- 400 Chorales/024454b_.mid,45.333287999999996,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024454b_.mid
503,Bach/Bwv001- 400 Chorales/Bwv006.6.mid,23.478228,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv006.6.mid
504,Bach/Bwv001- 400 Chorales/039400b_.mid,32.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/039400b_.mid
505,Bach/Bwv001- 400 Chorales/038400b_.mid,32.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/038400b_.mid
506,Bach/Bwv001- 400 Chorales/025500b_.mid,22.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/025500b_.mid
507,Bach/Bwv001- 400 Chorales/024842bs.mid,48.462095401367186,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024842bs.mid
508,Bach/Bwv001- 400 Chorales/040000b_.mid,33.75,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/040000b_.mid
509,Bach/Bwv001- 400 Chorales/013807b_.mid,144.310239,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/013807b_.mid
510,Bach/Bwv001- 400 Chorales/041000b_.mid,35.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/041000b_.mid
511,Bach/Bwv001- 400 Chorales/031200b_.mid,55.0,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/031200b_.mid
512,Bach/Bwv001- 400 Chorales/030200b_.mid,46.363623999999994,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/030200b_.mid
513,Bach/Bwv001- 400 Chorales/010707b_.mid,105.0006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/010707b_.mid
514,Bach/Bwv001- 400 Chorales/010406b_.mid,37.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/010406b_.mid
515,Bach/Bwv001- 400 Chorales/Bwv013.6.mid,32.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv013.6.mid
516,Bach/Bwv001- 400 Chorales/009408b_.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/009408b_.mid
517,Bach/Bwv001- 400 Chorales/009709b_.mid,33.75,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/009709b_.mid
518,Bach/Bwv001- 400 Chorales/014004b_.mid,236.84267096972656,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/014004b_.mid
519,Bach/Bwv001- 400 Chorales/012008ba.mid,32.884611,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/012008ba.mid
520,Bach/Bwv001- 400 Chorales/015305b_.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/015305b_.mid
521,Bach/Bwv001- 400 Chorales/Bwv004.8.mid,46.363623999999994,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/Bwv004.8.mid
522,Bach/Bwv001- 400 Chorales/016606b_.mid,37.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/016606b_.mid
523,Bach/Bwv001- 400 Chorales/017606b_.mid,47.5,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/017606b_.mid
524,Bach/Bwv001- 400 Chorales/024805b1.mid,42.5006103515625,Bach,raw_data_unzipped/Bach/Bwv001- 400 Chorales/024805b1.mid
